index,Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
12227,2016/2017,TX,"Dance Team, High Kick",0.0,0.0,0.0,0.0
12228,2016/2017,TX,"Dance Team, Jazz",0.0,0.0,0.0,0.0
12229,2016/2017,TX,Decathlon,0.0,0.0,0.0,0.0
12230,2016/2017,TX,Drill Team,0.0,0.0,0.0,0.0
12231,2016/2017,TX,Equestrian,0.0,0.0,0.0,0.0
12232,2016/2017,TX,Fencing,0.0,0.0,0.0,0.0
12233,2016/2017,TX,Field Hockey,0.0,0.0,0.0,0.0
12234,2016/2017,TX,Figure Skating,0.0,0.0,0.0,0.0
12235,2016/2017,TX,Flag Football,0.0,0.0,0.0,0.0
12236,2016/2017,TX,Football -- 11-Player,1069.0,0.0,163922.0,181.0
12237,2016/2017,TX,Football -- 6-player,139.0,0.0,3325.0,0.0
12238,2016/2017,TX,Football -- 8-player,0.0,0.0,0.0,0.0
12239,2016/2017,TX,Football -- 9-player,0.0,0.0,0.0,0.0
12240,2016/2017,TX,Golf,1175.0,1165.0,13629.0,8717.0
12241,2016/2017,TX,Gymnastics,0.0,0.0,0.0,0.0
12242,2016/2017,TX,Heptathlon,0.0,0.0,0.0,0.0
12243,2016/2017,TX,Ice Hockey,0.0,0.0,0.0,0.0
12244,2016/2017,TX,Judo,0.0,0.0,0.0,0.0
12245,2016/2017,TX,Kayaking,0.0,0.0,0.0,0.0
12246,2016/2017,TX,Lacrosse,0.0,0.0,0.0,0.0
12247,2016/2017,TX,Martial Arts,0.0,0.0,0.0,0.0
12248,2016/2017,TX,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
12249,2016/2017,TX,Mt. Biking,0.0,0.0,0.0,0.0
12250,2016/2017,TX,Native Youth Olympics,0.0,0.0,0.0,0.0
12251,2016/2017,TX,Pentathlon,0.0,0.0,0.0,0.0
12252,2016/2017,TX,Riflery,0.0,0.0,0.0,0.0
12253,2016/2017,TX,Rock Climbing,0.0,0.0,0.0,0.0
12254,2016/2017,TX,Rodeo,0.0,0.0,0.0,0.0
12255,2016/2017,TX,Roller Hockey,0.0,0.0,0.0,0.0
12256,2016/2017,TX,RUGBY,0.0,0.0,0.0,0.0
12257,2016/2017,TX,Rythmic Gymnastics,0.0,0.0,0.0,0.0
12258,2016/2017,TX,sailing,0.0,0.0,0.0,0.0
12259,2016/2017,TX,Sand Volleyball,0.0,0.0,0.0,0.0
12260,2016/2017,TX,Skiing -- Alpine,0.0,0.0,0.0,0.0
12261,2016/2017,TX,Skiing -- Cross Country,0.0,0.0,0.0,0.0
12262,2016/2017,TX,Snowboarding,0.0,0.0,0.0,0.0
12263,2016/2017,TX,Soccer,625.0,619.0,38491.0,30583.0
12264,2016/2017,TX,Softball -- Fast Pitch,0.0,1106.0,0.0,34020.0
12265,2016/2017,TX,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
12266,2016/2017,TX,Soft Tennis,0.0,0.0,0.0,0.0
12267,2016/2017,TX,Squash,0.0,0.0,0.0,0.0
12268,2016/2017,TX,Surfing,0.0,0.0,0.0,0.0
12269,2016/2017,TX,Swimming & Diving,483.0,485.0,11901.0,11928.0
12270,2016/2017,TX,Synchronized Swimming,0.0,0.0,0.0,0.0
12271,2016/2017,TX,Team Tennis,654.0,654.0,13710.0,12730.0
12272,2016/2017,TX,Tennis,1148.0,1145.0,21050.0,19958.0
12273,2016/2017,TX,Track and Field -- Indoor,0.0,0.0,0.0,0.0
12274,2016/2017,TX,Track and Field -- Outdoor,1311.0,1311.0,71741.0,58960.0
12275,2016/2017,TX,Trap Shooting,0.0,0.0,0.0,0.0
12276,2016/2017,TX,Ultimate Frisbee,0.0,0.0,0.0,0.0
12277,2016/2017,TX,Unified Flag Football,0.0,0.0,0.0,0.0
12278,2016/2017,TX,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
12279,2016/2017,TX,Volleyball,0.0,1108.0,0.0,45938.0
12280,2016/2017,TX,Water Polo,0.0,0.0,0.0,0.0
12281,2016/2017,TX,Weight Lifting,0.0,0.0,0.0,0.0
12282,2016/2017,TX,Wrestling,303.0,291.0,11784.0,4140.0
12283,2016/2017,UT,Adapted Basketball,0.0,0.0,0.0,0.0
12284,2016/2017,UT,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
12285,2016/2017,UT,Adapted Bowling,0.0,0.0,0.0,0.0
12286,2016/2017,UT,Adapted Floor Hockey,0.0,0.0,0.0,0.0
12287,2016/2017,UT,Adapted Soccer,12.0,12.0,91.0,74.0
12288,2016/2017,UT,Adapted Softball,0.0,0.0,0.0,0.0
12289,2016/2017,UT,Adapted Track,10.0,8.0,95.0,45.0
12290,2016/2017,UT,Adapted Volleyball,0.0,0.0,0.0,0.0
12291,2016/2017,UT,Adaptive Corn Toss,0.0,0.0,0.0,0.0
12292,2016/2017,UT,Adaptive Golf,0.0,0.0,0.0,0.0
12293,2016/2017,UT,Adaptive Handball,0.0,0.0,0.0,0.0
12294,2016/2017,UT,Adaptive Strength Training,0.0,0.0,0.0,0.0
12295,2016/2017,UT,Adaptive Tennis,0.0,0.0,0.0,0.0
12296,2016/2017,UT,Air Riflery,0.0,0.0,0.0,0.0
12297,2016/2017,UT,Archery,0.0,0.0,0.0,0.0
12298,2016/2017,UT,Badminton,0.0,0.0,0.0,0.0
12299,2016/2017,UT,Baseball,125.0,0.0,3653.0,0.0
12300,2016/2017,UT,Basketball,139.0,133.0,3885.0,3128.0
12301,2016/2017,UT,Bocce - Outdoor,0.0,0.0,0.0,0.0
12302,2016/2017,UT,Bowling,0.0,0.0,0.0,0.0
12303,2016/2017,UT,Canoe Paddling,0.0,0.0,0.0,0.0
12304,2016/2017,UT,Competitive Spirit Squad,0.0,0.0,0.0,0.0
12305,2016/2017,UT,Crew,0.0,0.0,0.0,0.0
12306,2016/2017,UT,Cross Country,134.0,131.0,3122.0,2258.0
12307,2016/2017,UT,Cycling,0.0,0.0,0.0,0.0
12308,2016/2017,UT,DANCE,0.0,0.0,0.0,0.0
12309,2016/2017,UT,Dance/Drill,0.0,0.0,0.0,0.0
12310,2016/2017,UT,"Dance Team, High Kick",0.0,0.0,0.0,0.0
12311,2016/2017,UT,"Dance Team, Jazz",0.0,0.0,0.0,0.0
12312,2016/2017,UT,Decathlon,0.0,0.0,0.0,0.0
12313,2016/2017,UT,Drill Team,0.0,92.0,0.0,2110.0
12314,2016/2017,UT,Equestrian,0.0,0.0,0.0,0.0
12315,2016/2017,UT,Fencing,0.0,0.0,0.0,0.0
12316,2016/2017,UT,Field Hockey,0.0,0.0,0.0,0.0
12317,2016/2017,UT,Figure Skating,0.0,0.0,0.0,0.0
12318,2016/2017,UT,Flag Football,0.0,0.0,0.0,0.0
12319,2016/2017,UT,Football -- 11-Player,107.0,0.0,9153.0,17.0
12320,2016/2017,UT,Football -- 6-player,0.0,0.0,0.0,0.0
12321,2016/2017,UT,Football -- 8-player,0.0,0.0,0.0,0.0
12322,2016/2017,UT,Football -- 9-player,0.0,0.0,0.0,0.0
12323,2016/2017,UT,Golf,120.0,114.0,1524.0,1136.0
12324,2016/2017,UT,Gymnastics,0.0,0.0,0.0,0.0
12325,2016/2017,UT,Heptathlon,0.0,0.0,0.0,0.0
12326,2016/2017,UT,Ice Hockey,0.0,0.0,0.0,0.0
12327,2016/2017,UT,Judo,0.0,0.0,0.0,0.0
12328,2016/2017,UT,Kayaking,0.0,0.0,0.0,0.0
12329,2016/2017,UT,Lacrosse,0.0,0.0,0.0,0.0
12330,2016/2017,UT,Martial Arts,0.0,0.0,0.0,0.0
12331,2016/2017,UT,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
12332,2016/2017,UT,Mt. Biking,0.0,0.0,0.0,0.0
12333,2016/2017,UT,Native Youth Olympics,0.0,0.0,0.0,0.0
12334,2016/2017,UT,Pentathlon,0.0,0.0,0.0,0.0
12335,2016/2017,UT,Riflery,0.0,0.0,0.0,0.0
12336,2016/2017,UT,Rock Climbing,0.0,0.0,0.0,0.0
12337,2016/2017,UT,Rodeo,0.0,0.0,0.0,0.0
12338,2016/2017,UT,Roller Hockey,0.0,0.0,0.0,0.0
12339,2016/2017,UT,RUGBY,0.0,0.0,0.0,0.0
12340,2016/2017,UT,Rythmic Gymnastics,0.0,0.0,0.0,0.0
12341,2016/2017,UT,sailing,0.0,0.0,0.0,0.0
12342,2016/2017,UT,Sand Volleyball,0.0,0.0,0.0,0.0
12343,2016/2017,UT,Skiing -- Alpine,0.0,0.0,0.0,0.0
12344,2016/2017,UT,Skiing -- Cross Country,0.0,0.0,0.0,0.0
12345,2016/2017,UT,Snowboarding,0.0,0.0,0.0,0.0
12346,2016/2017,UT,Soccer,107.0,103.0,3947.0,3652.0
12347,2016/2017,UT,Softball -- Fast Pitch,0.0,106.0,0.0,2340.0
12348,2016/2017,UT,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
12349,2016/2017,UT,Soft Tennis,0.0,0.0,0.0,0.0
12350,2016/2017,UT,Squash,0.0,0.0,0.0,0.0
12351,2016/2017,UT,Surfing,0.0,0.0,0.0,0.0
12352,2016/2017,UT,Swimming & Diving,92.0,93.0,2032.0,2101.0
12353,2016/2017,UT,Synchronized Swimming,0.0,0.0,0.0,0.0
12354,2016/2017,UT,Team Tennis,0.0,0.0,0.0,0.0
12355,2016/2017,UT,Tennis,95.0,96.0,2020.0,2093.0
12356,2016/2017,UT,Track and Field -- Indoor,0.0,0.0,0.0,0.0
12357,2016/2017,UT,Track and Field -- Outdoor,132.0,131.0,6053.0,5038.0
12358,2016/2017,UT,Trap Shooting,0.0,0.0,0.0,0.0
12359,2016/2017,UT,Ultimate Frisbee,0.0,0.0,0.0,0.0
12360,2016/2017,UT,Unified Flag Football,0.0,0.0,0.0,0.0
12361,2016/2017,UT,Unified Track and Field -- Outdoor,10.0,8.0,95.0,45.0
12362,2016/2017,UT,Volleyball,0.0,132.0,0.0,3470.0
12363,2016/2017,UT,Water Polo,0.0,0.0,0.0,0.0
12364,2016/2017,UT,Weight Lifting,0.0,0.0,0.0,0.0
12365,2016/2017,UT,Wrestling,113.0,0.0,3321.0,55.0
12366,2016/2017,VT,Adapted Basketball,8.0,8.0,58.0,35.0
12367,2016/2017,VT,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
12368,2016/2017,VT,Adapted Bowling,2.0,2.0,12.0,5.0
12369,2016/2017,VT,Adapted Floor Hockey,0.0,0.0,0.0,0.0
12370,2016/2017,VT,Adapted Soccer,2.0,1.0,15.0,5.0
12371,2016/2017,VT,Adapted Softball,0.0,0.0,0.0,0.0
12372,2016/2017,VT,Adapted Track,0.0,0.0,0.0,0.0
12373,2016/2017,VT,Adapted Volleyball,0.0,0.0,0.0,0.0
12374,2016/2017,VT,Adaptive Corn Toss,0.0,0.0,0.0,0.0
12375,2016/2017,VT,Adaptive Golf,0.0,0.0,0.0,0.0
12376,2016/2017,VT,Adaptive Handball,0.0,0.0,0.0,0.0
12377,2016/2017,VT,Adaptive Strength Training,0.0,0.0,0.0,0.0
12378,2016/2017,VT,Adaptive Tennis,0.0,0.0,0.0,0.0
12379,2016/2017,VT,Air Riflery,1.0,0.0,2.0,0.0
12380,2016/2017,VT,Archery,1.0,0.0,4.0,0.0
12381,2016/2017,VT,Badminton,0.0,0.0,0.0,0.0
12382,2016/2017,VT,Baseball,34.0,2.0,692.0,2.0
12383,2016/2017,VT,Basketball,35.0,35.0,966.0,682.0
12384,2016/2017,VT,Bocce - Outdoor,0.0,0.0,0.0,0.0
12385,2016/2017,VT,Bowling,9.0,10.0,66.0,26.0
12386,2016/2017,VT,Canoe Paddling,0.0,0.0,0.0,0.0
12387,2016/2017,VT,Competitive Spirit Squad,1.0,16.0,1.0,182.0
12388,2016/2017,VT,Crew,1.0,1.0,10.0,15.0
12389,2016/2017,VT,Cross Country,30.0,29.0,403.0,296.0
12390,2016/2017,VT,Cycling,0.0,0.0,0.0,0.0
12391,2016/2017,VT,DANCE,6.0,10.0,37.0,164.0
12392,2016/2017,VT,Dance/Drill,0.0,0.0,0.0,0.0
12393,2016/2017,VT,"Dance Team, High Kick",0.0,0.0,0.0,0.0
12394,2016/2017,VT,"Dance Team, Jazz",0.0,2.0,0.0,3.0
12395,2016/2017,VT,Decathlon,18.0,0.0,3.0,0.0
12396,2016/2017,VT,Drill Team,1.0,1.0,9.0,2.0
12397,2016/2017,VT,Equestrian,0.0,0.0,0.0,0.0
12398,2016/2017,VT,Fencing,0.0,0.0,0.0,0.0
12399,2016/2017,VT,Field Hockey,0.0,18.0,0.0,515.0
12400,2016/2017,VT,Figure Skating,0.0,0.0,0.0,0.0
12401,2016/2017,VT,Flag Football,0.0,0.0,0.0,0.0
12402,2016/2017,VT,Football -- 11-Player,22.0,4.0,993.0,5.0
12403,2016/2017,VT,Football -- 6-player,0.0,0.0,0.0,0.0
12404,2016/2017,VT,Football -- 8-player,0.0,0.0,0.0,0.0
12405,2016/2017,VT,Football -- 9-player,0.0,0.0,0.0,0.0
12406,2016/2017,VT,Golf,24.0,16.0,179.0,74.0
12407,2016/2017,VT,Gymnastics,3.0,10.0,32.0,75.0
12408,2016/2017,VT,Heptathlon,0.0,1.0,0.0,4.0
12409,2016/2017,VT,Ice Hockey,18.0,18.0,341.0,264.0
12410,2016/2017,VT,Judo,1.0,0.0,3.0,0.0
12411,2016/2017,VT,Kayaking,0.0,0.0,0.0,0.0
12412,2016/2017,VT,Lacrosse,21.0,19.0,645.0,513.0
12413,2016/2017,VT,Martial Arts,0.0,0.0,0.0,0.0
12414,2016/2017,VT,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
12415,2016/2017,VT,Mt. Biking,4.0,3.0,12.0,5.0
12416,2016/2017,VT,Native Youth Olympics,0.0,0.0,0.0,0.0
12417,2016/2017,VT,Pentathlon,0.0,0.0,0.0,0.0
12418,2016/2017,VT,Riflery,1.0,1.0,8.0,3.0
12419,2016/2017,VT,Rock Climbing,0.0,0.0,0.0,0.0
12420,2016/2017,VT,Rodeo,0.0,0.0,0.0,0.0
12421,2016/2017,VT,Roller Hockey,0.0,0.0,0.0,0.0
12422,2016/2017,VT,RUGBY,0.0,0.0,0.0,0.0
12423,2016/2017,VT,Rythmic Gymnastics,0.0,0.0,0.0,0.0
12424,2016/2017,VT,sailing,0.0,0.0,0.0,0.0
12425,2016/2017,VT,Sand Volleyball,0.0,0.0,0.0,0.0
12426,2016/2017,VT,Skiing -- Alpine,12.0,11.0,134.0,131.0
12427,2016/2017,VT,Skiing -- Cross Country,15.0,15.0,205.0,183.0
12428,2016/2017,VT,Snowboarding,9.0,8.0,47.0,26.0
12429,2016/2017,VT,Soccer,34.0,34.0,1101.0,968.0
12430,2016/2017,VT,Softball -- Fast Pitch,3.0,29.0,33.0,592.0
12431,2016/2017,VT,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
12432,2016/2017,VT,Soft Tennis,0.0,0.0,0.0,0.0
12433,2016/2017,VT,Squash,0.0,0.0,0.0,0.0
12434,2016/2017,VT,Surfing,0.0,0.0,0.0,0.0
12435,2016/2017,VT,Swimming & Diving,1.0,1.0,12.0,17.0
12436,2016/2017,VT,Synchronized Swimming,0.0,0.0,0.0,0.0
12437,2016/2017,VT,Team Tennis,3.0,4.0,32.0,54.0
12438,2016/2017,VT,Tennis,13.0,15.0,160.0,207.0
12439,2016/2017,VT,Track and Field -- Indoor,17.0,19.0,278.0,211.0
12440,2016/2017,VT,Track and Field -- Outdoor,31.0,29.0,682.0,590.0
12441,2016/2017,VT,Trap Shooting,0.0,0.0,0.0,0.0
12442,2016/2017,VT,Ultimate Frisbee,0.0,0.0,0.0,0.0
12443,2016/2017,VT,Unified Flag Football,0.0,0.0,0.0,0.0
12444,2016/2017,VT,Unified Track and Field -- Outdoor,0.0,0.0,0.0,0.0
12445,2016/2017,VT,Volleyball,3.0,5.0,57.0,111.0
12446,2016/2017,VT,Water Polo,0.0,0.0,0.0,0.0
12447,2016/2017,VT,Weight Lifting,0.0,0.0,0.0,0.0
12448,2016/2017,VT,Wrestling,12.0,5.0,114.0,9.0
12449,2016/2017,VA,Adapted Basketball,0.0,0.0,0.0,0.0
12450,2016/2017,VA,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
12451,2016/2017,VA,Adapted Bowling,0.0,0.0,0.0,0.0
12452,2016/2017,VA,Adapted Floor Hockey,0.0,0.0,0.0,0.0
12453,2016/2017,VA,Adapted Soccer,0.0,0.0,0.0,0.0
12454,2016/2017,VA,Adapted Softball,0.0,0.0,0.0,0.0
12455,2016/2017,VA,Adapted Track,0.0,0.0,0.0,0.0
12456,2016/2017,VA,Adapted Volleyball,0.0,0.0,0.0,0.0
12457,2016/2017,VA,Adaptive Corn Toss,0.0,0.0,0.0,0.0
12458,2016/2017,VA,Adaptive Golf,0.0,0.0,0.0,0.0
12459,2016/2017,VA,Adaptive Handball,0.0,0.0,0.0,0.0
12460,2016/2017,VA,Adaptive Strength Training,0.0,0.0,0.0,0.0
12461,2016/2017,VA,Adaptive Tennis,0.0,0.0,0.0,0.0
12462,2016/2017,VA,Air Riflery,0.0,0.0,0.0,0.0
12463,2016/2017,VA,Archery,0.0,0.0,0.0,0.0
12464,2016/2017,VA,Badminton,0.0,0.0,0.0,0.0
12465,2016/2017,VA,Baseball,310.0,4.0,9235.0,4.0
12466,2016/2017,VA,Basketball,314.0,313.0,9333.0,7517.0
12467,2016/2017,VA,Bocce - Outdoor,0.0,0.0,0.0,0.0
12468,2016/2017,VA,Bowling,0.0,0.0,0.0,0.0
12469,2016/2017,VA,Canoe Paddling,0.0,0.0,0.0,0.0
12470,2016/2017,VA,Competitive Spirit Squad,52.0,212.0,95.0,4484.0
12471,2016/2017,VA,Crew,36.0,35.0,1160.0,1050.0
12472,2016/2017,VA,Cross Country,303.0,301.0,6618.0,5018.0
12473,2016/2017,VA,Cycling,0.0,0.0,0.0,0.0
12474,2016/2017,VA,DANCE,0.0,0.0,0.0,0.0
12475,2016/2017,VA,Dance/Drill,0.0,0.0,0.0,0.0
12476,2016/2017,VA,"Dance Team, High Kick",0.0,0.0,0.0,0.0
12477,2016/2017,VA,"Dance Team, Jazz",0.0,0.0,0.0,0.0
12478,2016/2017,VA,Decathlon,0.0,0.0,0.0,0.0
12479,2016/2017,VA,Drill Team,0.0,0.0,0.0,0.0
12480,2016/2017,VA,Equestrian,0.0,0.0,0.0,0.0
12481,2016/2017,VA,Fencing,0.0,0.0,0.0,0.0
12482,2016/2017,VA,Field Hockey,0.0,154.0,0.0,5050.0
12483,2016/2017,VA,Figure Skating,0.0,0.0,0.0,0.0
12484,2016/2017,VA,Flag Football,0.0,0.0,0.0,0.0
12485,2016/2017,VA,Football -- 11-Player,308.0,29.0,23929.0,35.0
12486,2016/2017,VA,Football -- 6-player,0.0,0.0,0.0,0.0
12487,2016/2017,VA,Football -- 8-player,0.0,0.0,0.0,0.0
12488,2016/2017,VA,Football -- 9-player,0.0,0.0,0.0,0.0
12489,2016/2017,VA,Golf,293.0,173.0,2547.0,441.0
12490,2016/2017,VA,Gymnastics,0.0,82.0,0.0,892.0
12491,2016/2017,VA,Heptathlon,0.0,0.0,0.0,0.0
12492,2016/2017,VA,Ice Hockey,0.0,0.0,0.0,0.0
12493,2016/2017,VA,Judo,0.0,0.0,0.0,0.0
12494,2016/2017,VA,Kayaking,0.0,0.0,0.0,0.0
12495,2016/2017,VA,Lacrosse,105.0,104.0,4744.0,3767.0
12496,2016/2017,VA,Martial Arts,0.0,0.0,0.0,0.0
12497,2016/2017,VA,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
12498,2016/2017,VA,Mt. Biking,0.0,0.0,0.0,0.0
12499,2016/2017,VA,Native Youth Olympics,0.0,0.0,0.0,0.0
12500,2016/2017,VA,Pentathlon,0.0,0.0,0.0,0.0
12501,2016/2017,VA,Riflery,0.0,0.0,0.0,0.0
12502,2016/2017,VA,Rock Climbing,0.0,0.0,0.0,0.0
12503,2016/2017,VA,Rodeo,0.0,0.0,0.0,0.0
12504,2016/2017,VA,Roller Hockey,0.0,0.0,0.0,0.0
12505,2016/2017,VA,RUGBY,0.0,0.0,0.0,0.0
12506,2016/2017,VA,Rythmic Gymnastics,0.0,0.0,0.0,0.0
12507,2016/2017,VA,sailing,0.0,0.0,0.0,0.0
12508,2016/2017,VA,Sand Volleyball,0.0,0.0,0.0,0.0
12509,2016/2017,VA,Skiing -- Alpine,0.0,0.0,0.0,0.0
12510,2016/2017,VA,Skiing -- Cross Country,0.0,0.0,0.0,0.0
12511,2016/2017,VA,Snowboarding,0.0,0.0,0.0,0.0
12512,2016/2017,VA,Soccer,294.0,294.0,10359.0,9120.0
12513,2016/2017,VA,Softball -- Fast Pitch,0.0,307.0,0.0,7533.0
12514,2016/2017,VA,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
12515,2016/2017,VA,Soft Tennis,0.0,0.0,0.0,0.0
12516,2016/2017,VA,Squash,0.0,0.0,0.0,0.0
12517,2016/2017,VA,Surfing,0.0,0.0,0.0,0.0
12518,2016/2017,VA,Swimming & Diving,210.0,209.0,3799.0,520.0
12519,2016/2017,VA,Synchronized Swimming,0.0,0.0,0.0,0.0
12520,2016/2017,VA,Team Tennis,0.0,0.0,0.0,0.0
12521,2016/2017,VA,Tennis,247.0,264.0,2936.0,3594.0
12522,2016/2017,VA,Track and Field -- Indoor,230.0,230.0,7698.0,6413.0
12523,2016/2017,VA,Track and Field -- Outdoor,303.0,302.0,11491.0,9000.0
12524,2016/2017,VA,Trap Shooting,0.0,0.0,0.0,0.0
12525,2016/2017,VA,Ultimate Frisbee,0.0,0.0,0.0,0.0
12526,2016/2017,VA,Volleyball,68.0,311.0,1251.0,8154.0
12527,2016/2017,VA,Water Polo,0.0,0.0,0.0,0.0
12528,2016/2017,VA,Weight Lifting,0.0,0.0,0.0,0.0
12529,2016/2017,VA,Wrestling,271.0,82.0,3652.0,159.0
12530,2016/2017,WA,Adapted Basketball,0.0,0.0,0.0,0.0
12531,2016/2017,WA,Adapted Bocce - Indoor,0.0,0.0,0.0,0.0
12532,2016/2017,WA,Adapted Bowling,0.0,0.0,0.0,0.0
12533,2016/2017,WA,Adapted Floor Hockey,0.0,0.0,0.0,0.0
12534,2016/2017,WA,Adapted Soccer,0.0,0.0,0.0,0.0
12535,2016/2017,WA,Adapted Softball,0.0,0.0,0.0,0.0
12536,2016/2017,WA,Adapted Track,0.0,0.0,0.0,0.0
12537,2016/2017,WA,Adapted Volleyball,0.0,0.0,0.0,0.0
12538,2016/2017,WA,Adaptive Corn Toss,0.0,0.0,0.0,0.0
12539,2016/2017,WA,Adaptive Golf,0.0,0.0,0.0,0.0
12540,2016/2017,WA,Adaptive Handball,0.0,0.0,0.0,0.0
12541,2016/2017,WA,Adaptive Strength Training,0.0,0.0,0.0,0.0
12542,2016/2017,WA,Adaptive Tennis,0.0,0.0,0.0,0.0
12543,2016/2017,WA,Air Riflery,0.0,0.0,0.0,0.0
12544,2016/2017,WA,Archery,0.0,0.0,0.0,0.0
12545,2016/2017,WA,Badminton,0.0,0.0,0.0,0.0
12546,2016/2017,WA,Baseball,340.0,0.0,10036.0,0.0
12547,2016/2017,WA,Basketball,387.0,387.0,11575.0,9112.0
12548,2016/2017,WA,Bocce - Outdoor,0.0,0.0,0.0,0.0
12549,2016/2017,WA,Bowling,0.0,86.0,0.0,1336.0
12550,2016/2017,WA,Canoe Paddling,0.0,0.0,0.0,0.0
12551,2016/2017,WA,Competitive Spirit Squad,0.0,0.0,0.0,0.0
12552,2016/2017,WA,Crew,0.0,0.0,0.0,0.0
12553,2016/2017,WA,Cross Country,324.0,319.0,7175.0,4943.0
12554,2016/2017,WA,Cycling,0.0,0.0,0.0,0.0
12555,2016/2017,WA,DANCE,0.0,0.0,0.0,0.0
12556,2016/2017,WA,Dance/Drill,0.0,0.0,0.0,0.0
12557,2016/2017,WA,"Dance Team, High Kick",0.0,0.0,0.0,0.0
12558,2016/2017,WA,"Dance Team, Jazz",0.0,0.0,0.0,0.0
12559,2016/2017,WA,Decathlon,0.0,0.0,0.0,0.0
12560,2016/2017,WA,Drill Team,0.0,0.0,0.0,0.0
12561,2016/2017,WA,Equestrian,0.0,0.0,0.0,0.0
12562,2016/2017,WA,Fencing,0.0,0.0,0.0,0.0
12563,2016/2017,WA,Field Hockey,0.0,0.0,0.0,0.0
12564,2016/2017,WA,Figure Skating,0.0,0.0,0.0,0.0
12565,2016/2017,WA,Flag Football,0.0,0.0,0.0,0.0
12566,2016/2017,WA,Football -- 11-Player,295.0,0.0,21020.0,0.0
12567,2016/2017,WA,Football -- 6-player,0.0,0.0,0.0,0.0
12568,2016/2017,WA,Football -- 8-player,42.0,0.0,756.0,0.0
12569,2016/2017,WA,Football -- 9-player,0.0,0.0,0.0,0.0
12570,2016/2017,WA,Golf,285.0,270.0,3302.0,2342.0
12571,2016/2017,WA,Gymnastics,0.0,91.0,0.0,1732.0
12572,2016/2017,WA,Heptathlon,0.0,0.0,0.0,0.0
12573,2016/2017,WA,Ice Hockey,0.0,0.0,0.0,0.0
12574,2016/2017,WA,Judo,0.0,0.0,0.0,0.0
12575,2016/2017,WA,Kayaking,0.0,0.0,0.0,0.0
12576,2016/2017,WA,Lacrosse,0.0,0.0,0.0,0.0
12577,2016/2017,WA,Martial Arts,0.0,0.0,0.0,0.0
12578,2016/2017,WA,Mixed 6-Coed Volleyball,0.0,0.0,0.0,0.0
12579,2016/2017,WA,Mt. Biking,0.0,0.0,0.0,0.0
12580,2016/2017,WA,Native Youth Olympics,0.0,0.0,0.0,0.0
12581,2016/2017,WA,Pentathlon,0.0,0.0,0.0,0.0
12582,2016/2017,WA,Riflery,0.0,0.0,0.0,0.0
12583,2016/2017,WA,Rock Climbing,0.0,0.0,0.0,0.0
12584,2016/2017,WA,Rodeo,0.0,0.0,0.0,0.0
12585,2016/2017,WA,Roller Hockey,0.0,0.0,0.0,0.0
12586,2016/2017,WA,RUGBY,0.0,0.0,0.0,0.0
12587,2016/2017,WA,Rythmic Gymnastics,0.0,0.0,0.0,0.0
12588,2016/2017,WA,sailing,0.0,0.0,0.0,0.0
12589,2016/2017,WA,Sand Volleyball,0.0,0.0,0.0,0.0
12590,2016/2017,WA,Skiing -- Alpine,0.0,0.0,0.0,0.0
12591,2016/2017,WA,Skiing -- Cross Country,0.0,0.0,0.0,0.0
12592,2016/2017,WA,Snowboarding,0.0,0.0,0.0,0.0
12593,2016/2017,WA,Soccer,291.0,287.0,11301.0,10039.0
12594,2016/2017,WA,Softball -- Fast Pitch,0.0,323.0,0.0,7745.0
12595,2016/2017,WA,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
12596,2016/2017,WA,Soft Tennis,0.0,0.0,0.0,0.0
12597,2016/2017,WA,Squash,0.0,0.0,0.0,0.0
12598,2016/2017,WA,Surfing,0.0,0.0,0.0,0.0
12599,2016/2017,WA,Swimming & Diving,158.0,176.0,3756.0,4872.0
12600,2016/2017,WA,Synchronized Swimming,0.0,0.0,0.0,0.0
12601,2016/2017,WA,Team Tennis,0.0,0.0,0.0,0.0
12602,2016/2017,WA,Tennis,238.0,261.0,5591.0,8082.0
12603,2016/2017,WA,Track and Field -- Indoor,0.0,0.0,0.0,0.0
12604,2016/2017,WA,Track and Field -- Outdoor,361.0,362.0,15423.0,11860.0
12605,2016/2017,WA,Trap Shooting,0.0,0.0,0.0,0.0
12606,2016/2017,WA,Ultimate Frisbee,0.0,0.0,0.0,0.0
12607,2016/2017,WA,Volleyball,0.0,385.0,0.0,11293.0
12608,2016/2017,WA,Water Polo,0.0,0.0,0.0,0.0
12609,2016/2017,WA,Weight Lifting,0.0,0.0,0.0,0.0
12610,2016/2017,WA,Wrestling,289.0,232.0,7424.0,1514.0
