index,Year,State,Sport,Boys School,Girls School,Boys Participation,Girls Participation
39106,2008/2009,WV,Soccer,72.0,69.0,1797.0,1626.0
39107,2008/2009,WV,Softball -- Fast Pitch,0.0,124.0,0.0,2418.0
39108,2008/2009,WV,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39109,2008/2009,WV,Soft Tennis,0.0,0.0,0.0,0.0
39110,2008/2009,WV,Swimming & Diving,45.0,44.0,427.0,664.0
39111,2008/2009,WV,Synchronized Swimming,0.0,0.0,0.0,0.0
39112,2008/2009,WV,Team Tennis,0.0,0.0,0.0,0.0
39113,2008/2009,WV,Tennis,78.0,82.0,766.0,961.0
39114,2008/2009,WV,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39115,2008/2009,WV,Track and Field -- Outdoor,110.0,109.0,2945.0,2785.0
39116,2008/2009,WV,Volleyball,0.0,84.0,0.0,1621.0
39117,2008/2009,WV,Water Polo,0.0,0.0,0.0,0.0
39118,2008/2009,WV,Weight Lifting,0.0,0.0,0.0,0.0
39119,2008/2009,WV,Wrestling,85.0,0.0,1613.0,0.0
39120,2008/2009,WI,Adapted Bowling,0.0,0.0,0.0,0.0
39121,2008/2009,WI,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39122,2008/2009,WI,Adapted Soccer,0.0,0.0,0.0,0.0
39123,2008/2009,WI,Adapted Softball,0.0,0.0,0.0,0.0
39124,2008/2009,WI,Archery,0.0,0.0,0.0,0.0
39125,2008/2009,WI,Badminton,0.0,0.0,0.0,0.0
39126,2008/2009,WI,Baseball,443.0,0.0,13445.0,0.0
39127,2008/2009,WI,Basketball,484.0,477.0,15798.0,12482.0
39128,2008/2009,WI,Bowling,0.0,0.0,0.0,0.0
39129,2008/2009,WI,Canoeing,0.0,0.0,0.0,0.0
39130,2008/2009,WI,Competitive Spirit Squad,0.0,0.0,0.0,0.0
39131,2008/2009,WI,Crew,0.0,0.0,0.0,0.0
39132,2008/2009,WI,Cross Country,386.0,386.0,6249.0,5813.0
39133,2008/2009,WI,Decathlon,0.0,0.0,0.0,0.0
39134,2008/2009,WI,Equestrian,0.0,0.0,0.0,0.0
39135,2008/2009,WI,Fencing,0.0,0.0,0.0,0.0
39136,2008/2009,WI,Field Hockey,0.0,0.0,0.0,0.0
39137,2008/2009,WI,Flag Football,0.0,0.0,0.0,0.0
39138,2008/2009,WI,Football -- 11-Player,432.0,0.0,30823.0,0.0
39139,2008/2009,WI,Football -- 6-player,0.0,0.0,0.0,0.0
39140,2008/2009,WI,Football -- 8-player,0.0,0.0,0.0,0.0
39141,2008/2009,WI,Football -- 9-player,0.0,0.0,0.0,0.0
39142,2008/2009,WI,Golf,335.0,151.0,6380.0,1641.0
39143,2008/2009,WI,Gymnastics,0.0,82.0,0.0,1421.0
39144,2008/2009,WI,Heptathlon,0.0,0.0,0.0,0.0
39145,2008/2009,WI,Ice Hockey,91.0,29.0,3462.0,803.0
39146,2008/2009,WI,Judo,0.0,0.0,0.0,0.0
39147,2008/2009,WI,Lacrosse,0.0,0.0,0.0,0.0
39148,2008/2009,WI,Native Youth Olympics,0.0,0.0,0.0,0.0
39149,2008/2009,WI,Other 1:,0.0,0.0,0.0,0.0
39150,2008/2009,WI,Other 2:,0.0,0.0,0.0,0.0
39151,2008/2009,WI,Pentathlon,0.0,0.0,0.0,0.0
39152,2008/2009,WI,Riflery,0.0,0.0,0.0,0.0
39153,2008/2009,WI,Rodeo,0.0,0.0,0.0,0.0
39154,2008/2009,WI,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39155,2008/2009,WI,Skiing -- Alpine,0.0,0.0,0.0,0.0
39156,2008/2009,WI,Skiing -- Cross Country,0.0,0.0,0.0,0.0
39157,2008/2009,WI,Snowboarding,0.0,0.0,0.0,0.0
39158,2008/2009,WI,Soccer,256.0,249.0,9836.0,9613.0
39159,2008/2009,WI,Softball -- Fast Pitch,0.0,437.0,0.0,11038.0
39160,2008/2009,WI,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39161,2008/2009,WI,Soft Tennis,0.0,0.0,0.0,0.0
39162,2008/2009,WI,Swimming & Diving,111.0,139.0,3183.0,3824.0
39163,2008/2009,WI,Synchronized Swimming,0.0,0.0,0.0,0.0
39164,2008/2009,WI,Team Tennis,0.0,0.0,0.0,0.0
39165,2008/2009,WI,Tennis,190.0,207.0,5223.0,5967.0
39166,2008/2009,WI,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39167,2008/2009,WI,Track and Field -- Outdoor,434.0,432.0,14534.0,11209.0
39168,2008/2009,WI,Volleyball,52.0,472.0,1471.0,15899.0
39169,2008/2009,WI,Water Polo,0.0,0.0,0.0,0.0
39170,2008/2009,WI,Weight Lifting,0.0,0.0,0.0,0.0
39171,2008/2009,WI,Wrestling,342.0,0.0,8337.0,0.0
39172,2008/2009,WY,Adapted Bowling,0.0,0.0,0.0,0.0
39173,2008/2009,WY,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39174,2008/2009,WY,Adapted Soccer,0.0,0.0,0.0,0.0
39175,2008/2009,WY,Adapted Softball,0.0,0.0,0.0,0.0
39176,2008/2009,WY,Archery,0.0,0.0,0.0,0.0
39177,2008/2009,WY,Badminton,0.0,0.0,0.0,0.0
39178,2008/2009,WY,Baseball,0.0,0.0,0.0,0.0
39179,2008/2009,WY,Basketball,70.0,71.0,1759.0,1664.0
39180,2008/2009,WY,Bowling,0.0,0.0,0.0,0.0
39181,2008/2009,WY,Canoeing,0.0,0.0,0.0,0.0
39182,2008/2009,WY,Competitive Spirit Squad,33.0,33.0,21.0,675.0
39183,2008/2009,WY,Crew,0.0,0.0,0.0,0.0
39184,2008/2009,WY,Cross Country,38.0,36.0,436.0,322.0
39185,2008/2009,WY,Decathlon,0.0,0.0,0.0,0.0
39186,2008/2009,WY,Equestrian,0.0,0.0,0.0,0.0
39187,2008/2009,WY,Fencing,0.0,0.0,0.0,0.0
39188,2008/2009,WY,Field Hockey,0.0,0.0,0.0,0.0
39189,2008/2009,WY,Flag Football,0.0,0.0,0.0,0.0
39190,2008/2009,WY,Football -- 11-Player,59.0,0.0,2778.0,0.0
39191,2008/2009,WY,Football -- 6-player,0.0,0.0,0.0,0.0
39192,2008/2009,WY,Football -- 8-player,0.0,0.0,0.0,0.0
39193,2008/2009,WY,Football -- 9-player,0.0,0.0,0.0,0.0
39194,2008/2009,WY,Golf,39.0,38.0,546.0,157.0
39195,2008/2009,WY,Gymnastics,0.0,3.0,0.0,28.0
39196,2008/2009,WY,Heptathlon,0.0,0.0,0.0,0.0
39197,2008/2009,WY,Ice Hockey,0.0,0.0,0.0,0.0
39198,2008/2009,WY,Judo,0.0,0.0,0.0,0.0
39199,2008/2009,WY,Lacrosse,0.0,0.0,0.0,0.0
39200,2008/2009,WY,Native Youth Olympics,0.0,0.0,0.0,0.0
39201,2008/2009,WY,Other 1:,0.0,0.0,0.0,0.0
39202,2008/2009,WY,Other 2:,0.0,0.0,0.0,0.0
39203,2008/2009,WY,Pentathlon,0.0,0.0,0.0,0.0
39204,2008/2009,WY,Riflery,0.0,0.0,0.0,0.0
39205,2008/2009,WY,Rodeo,0.0,0.0,0.0,0.0
39206,2008/2009,WY,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39207,2008/2009,WY,Skiing -- Alpine,6.0,6.0,59.0,51.0
39208,2008/2009,WY,Skiing -- Cross Country,7.0,7.0,80.0,106.0
39209,2008/2009,WY,Snowboarding,0.0,0.0,0.0,0.0
39210,2008/2009,WY,Soccer,21.0,21.0,728.0,772.0
39211,2008/2009,WY,Softball -- Fast Pitch,0.0,0.0,0.0,0.0
39212,2008/2009,WY,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39213,2008/2009,WY,Soft Tennis,0.0,0.0,0.0,0.0
39214,2008/2009,WY,Swimming & Diving,22.0,25.0,460.0,534.0
39215,2008/2009,WY,Synchronized Swimming,0.0,0.0,0.0,0.0
39216,2008/2009,WY,Team Tennis,0.0,0.0,0.0,0.0
39217,2008/2009,WY,Tennis,15.0,16.0,226.0,269.0
39218,2008/2009,WY,Track and Field -- Indoor,17.0,17.0,405.0,361.0
39219,2008/2009,WY,Track and Field -- Outdoor,71.0,70.0,1597.0,1193.0
39220,2008/2009,WY,Volleyball,0.0,69.0,0.0,1781.0
39221,2008/2009,WY,Water Polo,0.0,0.0,0.0,0.0
39222,2008/2009,WY,Weight Lifting,0.0,0.0,0.0,0.0
39223,2008/2009,WY,Wrestling,49.0,5.0,1009.0,10.0
39224,2007/2008,AL,Adapted Bowling,0.0,0.0,0.0,0.0
39225,2007/2008,AL,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39226,2007/2008,AL,Adapted Soccer,0.0,0.0,0.0,0.0
39227,2007/2008,AL,Adapted Softball,0.0,0.0,0.0,0.0
39228,2007/2008,AL,Archery,0.0,0.0,0.0,0.0
39229,2007/2008,AL,Badminton,0.0,0.0,0.0,0.0
39230,2007/2008,AL,Baseball,386.0,0.0,8897.0,0.0
39231,2007/2008,AL,Basketball,405.0,401.0,11669.0,5384.0
39232,2007/2008,AL,Bowling,0.0,0.0,0.0,0.0
39233,2007/2008,AL,Canoeing,0.0,0.0,0.0,0.0
39234,2007/2008,AL,Competitive Spirit Squad,0.0,0.0,0.0,0.0
39235,2007/2008,AL,Crew,0.0,0.0,0.0,0.0
39236,2007/2008,AL,Cross Country,157.0,145.0,1133.0,1057.0
39237,2007/2008,AL,Decathlon,27.0,0.0,58.0,0.0
39238,2007/2008,AL,Equestrian,0.0,0.0,0.0,0.0
39239,2007/2008,AL,Fencing,0.0,0.0,0.0,0.0
39240,2007/2008,AL,Field Hockey,0.0,0.0,0.0,0.0
39241,2007/2008,AL,Flag Football,0.0,0.0,0.0,0.0
39242,2007/2008,AL,Football -- 11-Player,382.0,0.0,22052.0,0.0
39243,2007/2008,AL,Football -- 6-player,0.0,0.0,0.0,0.0
39244,2007/2008,AL,Football -- 8-player,0.0,0.0,0.0,0.0
39245,2007/2008,AL,Football -- 9-player,0.0,0.0,0.0,0.0
39246,2007/2008,AL,Golf,259.0,166.0,1229.0,496.0
39247,2007/2008,AL,Gymnastics,0.0,0.0,0.0,0.0
39248,2007/2008,AL,Heptathlon,0.0,18.0,0.0,44.0
39249,2007/2008,AL,Ice Hockey,0.0,0.0,0.0,0.0
39250,2007/2008,AL,Judo,0.0,0.0,0.0,0.0
39251,2007/2008,AL,Lacrosse,0.0,0.0,0.0,0.0
39252,2007/2008,AL,Native Youth Olympics,0.0,0.0,0.0,0.0
39253,2007/2008,AL,Other 1:,0.0,0.0,0.0,0.0
39254,2007/2008,AL,Other 2:,0.0,0.0,0.0,0.0
39255,2007/2008,AL,Pentathlon,0.0,0.0,0.0,0.0
39256,2007/2008,AL,Riflery,0.0,0.0,0.0,0.0
39257,2007/2008,AL,Rodeo,0.0,0.0,0.0,0.0
39258,2007/2008,AL,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39259,2007/2008,AL,Skiing -- Alpine,0.0,0.0,0.0,0.0
39260,2007/2008,AL,Skiing -- Cross Country,0.0,0.0,0.0,0.0
39261,2007/2008,AL,Snowboarding,0.0,0.0,0.0,0.0
39262,2007/2008,AL,Soccer,140.0,116.0,3501.0,2973.0
39263,2007/2008,AL,Softball -- Fast Pitch,0.0,385.0,0.0,6160.0
39264,2007/2008,AL,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39265,2007/2008,AL,Soft Tennis,0.0,0.0,0.0,0.0
39266,2007/2008,AL,Swimming & Diving,71.0,72.0,539.0,617.0
39267,2007/2008,AL,Synchronized Swimming,0.0,0.0,0.0,0.0
39268,2007/2008,AL,Team Tennis,0.0,0.0,0.0,0.0
39269,2007/2008,AL,Tennis,149.0,152.0,1553.0,1548.0
39270,2007/2008,AL,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39271,2007/2008,AL,Track and Field -- Outdoor,287.0,281.0,6125.0,4244.0
39272,2007/2008,AL,Volleyball,0.0,345.0,0.0,5346.0
39273,2007/2008,AL,Water Polo,0.0,0.0,0.0,0.0
39274,2007/2008,AL,Weight Lifting,0.0,0.0,0.0,0.0
39275,2007/2008,AL,Wrestling,80.0,0.0,1940.0,0.0
39276,2007/2008,AK,Adapted Bowling,0.0,0.0,0.0,0.0
39277,2007/2008,AK,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39278,2007/2008,AK,Adapted Soccer,0.0,0.0,0.0,0.0
39279,2007/2008,AK,Adapted Softball,0.0,0.0,0.0,0.0
39280,2007/2008,AK,Archery,0.0,0.0,0.0,0.0
39281,2007/2008,AK,Badminton,0.0,0.0,0.0,0.0
39282,2007/2008,AK,Baseball,27.0,2.0,653.0,2.0
39283,2007/2008,AK,Basketball,158.0,145.0,2418.0,2053.0
39284,2007/2008,AK,Bowling,8.0,8.0,108.0,80.0
39285,2007/2008,AK,Canoeing,0.0,0.0,0.0,0.0
39286,2007/2008,AK,Competitive Spirit Squad,11.0,27.0,32.0,704.0
39287,2007/2008,AK,Crew,0.0,0.0,0.0,0.0
39288,2007/2008,AK,Cross Country,116.0,116.0,1106.0,896.0
39289,2007/2008,AK,Decathlon,0.0,0.0,0.0,0.0
39290,2007/2008,AK,Equestrian,0.0,0.0,0.0,0.0
39291,2007/2008,AK,Fencing,0.0,0.0,0.0,0.0
39292,2007/2008,AK,Field Hockey,0.0,0.0,0.0,0.0
39293,2007/2008,AK,Flag Football,0.0,8.0,0.0,398.0
39294,2007/2008,AK,Football -- 11-Player,30.0,8.0,2018.0,22.0
39295,2007/2008,AK,Football -- 6-player,0.0,0.0,0.0,0.0
39296,2007/2008,AK,Football -- 8-player,0.0,0.0,0.0,0.0
39297,2007/2008,AK,Football -- 9-player,0.0,0.0,0.0,0.0
39298,2007/2008,AK,Golf,0.0,0.0,0.0,0.0
39299,2007/2008,AK,Gymnastics,0.0,13.0,0.0,148.0
39300,2007/2008,AK,Heptathlon,0.0,0.0,0.0,0.0
39301,2007/2008,AK,Ice Hockey,28.0,25.0,762.0,151.0
39302,2007/2008,AK,Judo,0.0,0.0,0.0,0.0
39303,2007/2008,AK,Lacrosse,0.0,0.0,0.0,0.0
39304,2007/2008,AK,Native Youth Olympics,0.0,0.0,0.0,0.0
39305,2007/2008,AK,Other 1:,46.0,46.0,259.0,333.0
39306,2007/2008,AK,Other 2:,0.0,0.0,0.0,0.0
39307,2007/2008,AK,Pentathlon,0.0,0.0,0.0,0.0
39308,2007/2008,AK,Riflery,14.0,13.0,172.0,95.0
39309,2007/2008,AK,Rodeo,0.0,0.0,0.0,0.0
39310,2007/2008,AK,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39311,2007/2008,AK,Skiing -- Alpine,0.0,0.0,0.0,0.0
39312,2007/2008,AK,Skiing -- Cross Country,31.0,29.0,473.0,509.0
39313,2007/2008,AK,Snowboarding,0.0,0.0,0.0,0.0
39314,2007/2008,AK,Soccer,35.0,33.0,1015.0,970.0
39315,2007/2008,AK,Softball -- Fast Pitch,0.0,24.0,0.0,550.0
39316,2007/2008,AK,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39317,2007/2008,AK,Soft Tennis,0.0,0.0,0.0,0.0
39318,2007/2008,AK,Swimming & Diving,31.0,31.0,342.0,514.0
39319,2007/2008,AK,Synchronized Swimming,0.0,0.0,0.0,0.0
39320,2007/2008,AK,Team Tennis,0.0,0.0,0.0,0.0
39321,2007/2008,AK,Tennis,16.0,16.0,236.0,242.0
39322,2007/2008,AK,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39323,2007/2008,AK,Track and Field -- Outdoor,48.0,43.0,1029.0,868.0
39324,2007/2008,AK,Volleyball,4.0,75.0,28.0,1722.0
39325,2007/2008,AK,Water Polo,0.0,0.0,0.0,0.0
39326,2007/2008,AK,Weight Lifting,0.0,0.0,0.0,0.0
39327,2007/2008,AK,Wrestling,94.0,50.0,1476.0,118.0
39328,2007/2008,AZ,Adapted Bowling,0.0,0.0,0.0,0.0
39329,2007/2008,AZ,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39330,2007/2008,AZ,Adapted Soccer,0.0,0.0,0.0,0.0
39331,2007/2008,AZ,Adapted Softball,0.0,0.0,0.0,0.0
39332,2007/2008,AZ,Archery,0.0,0.0,0.0,0.0
39333,2007/2008,AZ,Badminton,0.0,45.0,0.0,861.0
39334,2007/2008,AZ,Baseball,231.0,9.0,7966.0,40.0
39335,2007/2008,AZ,Basketball,251.0,246.0,7917.0,6758.0
39336,2007/2008,AZ,Bowling,0.0,0.0,0.0,0.0
39337,2007/2008,AZ,Canoeing,0.0,0.0,0.0,0.0
39338,2007/2008,AZ,Competitive Spirit Squad,28.0,113.0,78.0,3626.0
39339,2007/2008,AZ,Crew,0.0,0.0,0.0,0.0
39340,2007/2008,AZ,Cross Country,187.0,181.0,2677.0,2269.0
39341,2007/2008,AZ,Decathlon,0.0,0.0,0.0,0.0
39342,2007/2008,AZ,Equestrian,0.0,0.0,0.0,0.0
39343,2007/2008,AZ,Fencing,0.0,0.0,0.0,0.0
39344,2007/2008,AZ,Field Hockey,0.0,0.0,0.0,0.0
39345,2007/2008,AZ,Flag Football,0.0,0.0,0.0,0.0
39346,2007/2008,AZ,Football -- 11-Player,188.0,24.0,18920.0,53.0
39347,2007/2008,AZ,Football -- 6-player,0.0,0.0,0.0,0.0
39348,2007/2008,AZ,Football -- 8-player,34.0,2.0,844.0,2.0
39349,2007/2008,AZ,Football -- 9-player,0.0,0.0,0.0,0.0
39350,2007/2008,AZ,Golf,180.0,137.0,1831.0,806.0
39351,2007/2008,AZ,Gymnastics,0.0,0.0,0.0,0.0
39352,2007/2008,AZ,Heptathlon,0.0,0.0,0.0,0.0
39353,2007/2008,AZ,Ice Hockey,0.0,0.0,0.0,0.0
39354,2007/2008,AZ,Judo,0.0,0.0,0.0,0.0
39355,2007/2008,AZ,Lacrosse,0.0,0.0,0.0,0.0
39356,2007/2008,AZ,Native Youth Olympics,0.0,0.0,0.0,0.0
39357,2007/2008,AZ,Other 1:,0.0,0.0,0.0,0.0
39358,2007/2008,AZ,Other 2:,0.0,0.0,0.0,0.0
39359,2007/2008,AZ,Pentathlon,0.0,0.0,0.0,0.0
39360,2007/2008,AZ,Riflery,0.0,0.0,0.0,0.0
39361,2007/2008,AZ,Rodeo,0.0,0.0,0.0,0.0
39362,2007/2008,AZ,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39363,2007/2008,AZ,Skiing -- Alpine,0.0,0.0,0.0,0.0
39364,2007/2008,AZ,Skiing -- Cross Country,0.0,0.0,0.0,0.0
39365,2007/2008,AZ,Snowboarding,0.0,0.0,0.0,0.0
39366,2007/2008,AZ,Soccer,187.0,178.0,6205.0,5298.0
39367,2007/2008,AZ,Softball -- Fast Pitch,0.0,225.0,0.0,6740.0
39368,2007/2008,AZ,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39369,2007/2008,AZ,Soft Tennis,0.0,0.0,0.0,0.0
39370,2007/2008,AZ,Swimming & Diving,113.0,114.0,2033.0,2677.0
39371,2007/2008,AZ,Synchronized Swimming,0.0,0.0,0.0,0.0
39372,2007/2008,AZ,Team Tennis,0.0,0.0,0.0,0.0
39373,2007/2008,AZ,Tennis,151.0,152.0,2144.0,2550.0
39374,2007/2008,AZ,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39375,2007/2008,AZ,Track and Field -- Outdoor,220.0,206.0,8228.0,6136.0
39376,2007/2008,AZ,Volleyball,55.0,239.0,1358.0,2156.0
39377,2007/2008,AZ,Water Polo,0.0,0.0,0.0,0.0
39378,2007/2008,AZ,Weight Lifting,0.0,0.0,0.0,0.0
39379,2007/2008,AZ,Wrestling,187.0,67.0,5562.0,174.0
39380,2007/2008,AR,Adapted Bowling,0.0,0.0,0.0,0.0
39381,2007/2008,AR,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39382,2007/2008,AR,Adapted Soccer,0.0,0.0,0.0,0.0
39383,2007/2008,AR,Adapted Softball,0.0,0.0,0.0,0.0
39384,2007/2008,AR,Archery,0.0,0.0,0.0,0.0
39385,2007/2008,AR,Badminton,0.0,0.0,0.0,0.0
39386,2007/2008,AR,Baseball,270.0,7.0,5272.0,104.0
39387,2007/2008,AR,Basketball,299.0,289.0,6373.0,5221.0
39388,2007/2008,AR,Bowling,56.0,56.0,624.0,546.0
39389,2007/2008,AR,Canoeing,0.0,0.0,0.0,0.0
39390,2007/2008,AR,Competitive Spirit Squad,26.0,116.0,89.0,1966.0
39391,2007/2008,AR,Crew,0.0,0.0,0.0,0.0
39392,2007/2008,AR,Cross Country,117.0,106.0,1329.0,969.0
39393,2007/2008,AR,Decathlon,9.0,0.0,16.0,0.0
39394,2007/2008,AR,Equestrian,0.0,0.0,0.0,0.0
39395,2007/2008,AR,Fencing,0.0,0.0,0.0,0.0
39396,2007/2008,AR,Field Hockey,0.0,0.0,0.0,0.0
39397,2007/2008,AR,Flag Football,0.0,0.0,0.0,0.0
39398,2007/2008,AR,Football -- 11-Player,218.0,4.0,13100.0,51.0
39399,2007/2008,AR,Football -- 6-player,0.0,0.0,0.0,0.0
39400,2007/2008,AR,Football -- 8-player,0.0,0.0,0.0,0.0
39401,2007/2008,AR,Football -- 9-player,0.0,0.0,0.0,0.0
39402,2007/2008,AR,Golf,196.0,144.0,1349.0,585.0
39403,2007/2008,AR,Gymnastics,4.0,12.0,25.0,145.0
39404,2007/2008,AR,Heptathlon,0.0,10.0,0.0,20.0
39405,2007/2008,AR,Ice Hockey,0.0,0.0,0.0,0.0
39406,2007/2008,AR,Judo,0.0,0.0,0.0,0.0
39407,2007/2008,AR,Lacrosse,0.0,0.0,0.0,0.0
39408,2007/2008,AR,Native Youth Olympics,0.0,0.0,0.0,0.0
39409,2007/2008,AR,Other 1:,27.0,78.0,512.0,1311.0
39410,2007/2008,AR,Other 2:,0.0,0.0,0.0,0.0
39411,2007/2008,AR,Pentathlon,0.0,0.0,0.0,0.0
39412,2007/2008,AR,Riflery,12.0,9.0,128.0,21.0
39413,2007/2008,AR,Rodeo,5.0,6.0,15.0,12.0
39414,2007/2008,AR,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39415,2007/2008,AR,Skiing -- Alpine,0.0,0.0,0.0,0.0
39416,2007/2008,AR,Skiing -- Cross Country,0.0,0.0,0.0,0.0
39417,2007/2008,AR,Snowboarding,0.0,0.0,0.0,0.0
39418,2007/2008,AR,Soccer,84.0,81.0,1895.0,1618.0
39419,2007/2008,AR,Softball -- Fast Pitch,0.0,258.0,0.0,4329.0
39420,2007/2008,AR,Softball -- Slow Pitch,0.0,3.0,0.0,33.0
39421,2007/2008,AR,Soft Tennis,0.0,0.0,0.0,0.0
39422,2007/2008,AR,Swimming & Diving,35.0,38.0,278.0,334.0
39423,2007/2008,AR,Synchronized Swimming,0.0,0.0,0.0,0.0
39424,2007/2008,AR,Team Tennis,0.0,0.0,0.0,0.0
39425,2007/2008,AR,Tennis,118.0,118.0,921.0,964.0
39426,2007/2008,AR,Track and Field -- Indoor,450.0,35.0,871.0,521.0
39427,2007/2008,AR,Track and Field -- Outdoor,247.0,238.0,5194.0,3767.0
39428,2007/2008,AR,Volleyball,0.0,123.0,0.0,2676.0
39429,2007/2008,AR,Water Polo,0.0,0.0,0.0,0.0
39430,2007/2008,AR,Weight Lifting,32.0,0.0,967.0,0.0
39431,2007/2008,AR,Wrestling,0.0,0.0,0.0,0.0
39432,2007/2008,CA,Adapted Bowling,0.0,0.0,0.0,0.0
39433,2007/2008,CA,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39434,2007/2008,CA,Adapted Soccer,0.0,0.0,0.0,0.0
39435,2007/2008,CA,Adapted Softball,0.0,0.0,0.0,0.0
39436,2007/2008,CA,Archery,1.0,2.0,25.0,8.0
39437,2007/2008,CA,Badminton,154.0,185.0,3512.0,4491.0
39438,2007/2008,CA,Baseball,1236.0,33.0,42835.0,385.0
39439,2007/2008,CA,Basketball,1334.0,1275.0,44722.0,34991.0
39440,2007/2008,CA,Bowling,12.0,9.0,258.0,177.0
39441,2007/2008,CA,Canoeing,0.0,2.0,0.0,92.0
39442,2007/2008,CA,Competitive Spirit Squad,109.0,355.0,566.0,10617.0
39443,2007/2008,CA,Crew,15.0,18.0,393.0,380.0
39444,2007/2008,CA,Cross Country,1085.0,1062.0,25790.0,20873.0
39445,2007/2008,CA,Decathlon,6.0,6.0,37.0,82.0
39446,2007/2008,CA,Equestrian,8.0,37.0,73.0,407.0
39447,2007/2008,CA,Fencing,24.0,29.0,207.0,263.0
39448,2007/2008,CA,Field Hockey,2.0,91.0,193.0,3654.0
39449,2007/2008,CA,Flag Football,0.0,0.0,0.0,0.0
39450,2007/2008,CA,Football -- 11-Player,1053.0,104.0,108162.0,149.0
39451,2007/2008,CA,Football -- 6-player,0.0,0.0,0.0,0.0
39452,2007/2008,CA,Football -- 8-player,77.0,5.0,1784.0,15.0
39453,2007/2008,CA,Football -- 9-player,0.0,0.0,0.0,0.0
39454,2007/2008,CA,Golf,984.0,746.0,11897.0,6652.0
39455,2007/2008,CA,Gymnastics,9.0,40.0,37.0,732.0
39456,2007/2008,CA,Heptathlon,0.0,0.0,0.0,0.0
39457,2007/2008,CA,Ice Hockey,4.0,0.0,57.0,0.0
39458,2007/2008,CA,Judo,0.0,0.0,0.0,0.0
39459,2007/2008,CA,Lacrosse,138.0,110.0,5323.0,3154.0
39460,2007/2008,CA,Native Youth Olympics,0.0,0.0,0.0,0.0
39461,2007/2008,CA,Other 1:,62.0,50.0,1472.0,684.0
39462,2007/2008,CA,Other 2:,0.0,0.0,0.0,0.0
39463,2007/2008,CA,Pentathlon,0.0,0.0,0.0,0.0
39464,2007/2008,CA,Riflery,1.0,0.0,4.0,0.0
39465,2007/2008,CA,Rodeo,0.0,0.0,0.0,0.0
39466,2007/2008,CA,Rythmic Gymnastics,0.0,0.0,0.0,0.0
39467,2007/2008,CA,Skiing -- Alpine,29.0,27.0,274.0,206.0
39468,2007/2008,CA,Skiing -- Cross Country,5.0,7.0,46.0,59.0
39469,2007/2008,CA,Snowboarding,29.0,27.0,441.0,279.0
39470,2007/2008,CA,Soccer,1196.0,1182.0,44730.0,40895.0
39471,2007/2008,CA,Softball -- Fast Pitch,34.0,1154.0,743.0,31306.0
39472,2007/2008,CA,Softball -- Slow Pitch,0.0,0.0,0.0,0.0
39473,2007/2008,CA,Soft Tennis,0.0,0.0,0.0,0.0
39474,2007/2008,CA,Swimming & Diving,798.0,823.0,18852.0,25115.0
39475,2007/2008,CA,Synchronized Swimming,0.0,0.0,0.0,0.0
39476,2007/2008,CA,Team Tennis,0.0,0.0,0.0,0.0
39477,2007/2008,CA,Tennis,942.0,973.0,19139.0,21818.0
39478,2007/2008,CA,Track and Field -- Indoor,0.0,0.0,0.0,0.0
39479,2007/2008,CA,Track and Field -- Outdoor,1088.0,1097.0,49911.0,38817.0
39480,2007/2008,CA,Volleyball,619.0,1231.0,14532.0,36499.0
39481,2007/2008,CA,Water Polo,503.0,501.0,14064.0,13482.0
39482,2007/2008,CA,Weight Lifting,22.0,14.0,1617.0,481.0
39483,2007/2008,CA,Wrestling,807.0,366.0,25896.0,1142.0
39484,2007/2008,CO,Adapted Bowling,0.0,0.0,0.0,0.0
39485,2007/2008,CO,Adapted Floor Hockey,0.0,0.0,0.0,0.0
39486,2007/2008,CO,Adapted Soccer,0.0,0.0,0.0,0.0
39487,2007/2008,CO,Adapted Softball,0.0,0.0,0.0,0.0
39488,2007/2008,CO,Archery,0.0,0.0,0.0,0.0
39489,2007/2008,CO,Badminton,0.0,0.0,0.0,0.0
39490,2007/2008,CO,Baseball,278.0,43.0,8157.0,95.0
39491,2007/2008,CO,Basketball,324.0,322.0,8763.0,7359.0
